Add to Cart Browsing,Age Group,Browsing Frequency,Cart Abandonment Factors,Cart Completion Frequency,Gender,Improvement Areas,Personalized Recommendation Frequency,Product Search Method,Purchase Categories,Purchase Frequency,Recommendation Helpfulness,Review Helpfulness,Review Left,Review Reliability,Saveforlater Frequency,Search Result Exploration,Service Appreciation,Timestamp,Age,Customer Reviews Importance,Personalized Recommendation Frequency1,Rating Accuracy,Shopping Satisfaction
Maybe,16-25,Multiple times a day,Found a better price elsewhere,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,Keyword,Beauty and Personal Care;Clothing and Fashion,Once a month,Sometimes,Yes,No,Heavily,Sometimes,Multiple pages,Competitive prices,2023/06/08 5:52:44 PM GMT+5:30,21,1,3,1,1
No,16-25,Few times a month,Found a better price elsewhere,Often,Prefer not to say,Customer service responsiveness,No,categories,Clothing and Fashion;Home and Kitchen,Once a month,No,No,No,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/08 5:53:11 PM GMT+5:30,24,2,3,1,1
No,36-45,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Yes,categories,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Few times a month,Yes,Sometimes,Yes,Rarely,Often,First page,Product recommendations,2023/06/08 5:54:05 PM GMT+5:30,36,3,2,2,1
No,46-55,Few times a month,Changed my mind or no longer need the item,Sometimes,Male,Reducing packaging waste,No,Filter,Clothing and Fashion;Home and Kitchen,Few times a month,Sometimes,Yes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/08 5:54:49 PM GMT+5:30,46,3,1,3,2
Yes,26-35,Few times a month,Found a better price elsewhere,Often,Male,Customer service responsiveness,Sometimes,Keyword,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Once a month,No,Yes,Yes,Heavily,Often,Multiple pages,Competitive prices,2023/06/08 5:55:15 PM GMT+5:30,27,1,1,5,1
No,16-25,Few times a month,Found a better price elsewhere,Often,Male,Product quality and accuracy,No,Filter,Clothing and Fashion;Home and Kitchen,Few times a month,Sometimes,Sometimes,No,Moderately,Sometimes,First page,Wide product selection,2023/06/08 5:55:54 PM GMT+5:30,25,2,2,3,1
Yes,36-45,Few times a week,Found a better price elsewhere,Always,Male,Customer service responsiveness,Sometimes,Keyword,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Once a week,Sometimes,No,No,Occasionally,Sometimes,Multiple pages,Wide product selection,2023/06/08 5:57:03 PM GMT+5:30,43,1,2,5,2
Maybe,26-35,Few times a week,Found a better price elsewhere,Often,Prefer not to say,Customer service responsiveness,Sometimes,Keyword,Beauty and Personal Care;Clothing and Fashion,Multiple times a week,Yes,Sometimes,No,Heavily,Sometimes,Multiple pages,Competitive prices,2023/06/08 5:57:34 PM GMT+5:30,32,1,1,2,1
No,16-25,Few times a week,others,Often,Male,Reducing packaging waste,Sometimes,categories,Clothing and Fashion;Home and Kitchen,Once a week,Sometimes,Sometimes,No,Moderately,Often,Multiple pages,Product recommendations,2023/06/08 5:58:03 PM GMT+5:30,18,2,3,3,3
Maybe,36-45,Few times a month,High shipping costs,Never,Female,Reducing packaging waste,No,categories,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Multiple times a week,No,No,No,Occasionally,Sometimes,First page,Product recommendations,2023/06/08 5:58:43 PM GMT+5:30,45,3,3,2,3
Yes,16-25,Few times a week,Found a better price elsewhere,Often,Prefer not to say,Reducing packaging waste,Yes,Keyword,Beauty and Personal Care;Clothing and Fashion;others,Once a month,Yes,Yes,No,Heavily,Often,Multiple pages,Product recommendations,2023/06/08 5:59:20 PM GMT+5:30,25,1,1,2,1
No,36-45,Few times a month,Changed my mind or no longer need the item,Sometimes,Male,Customer service responsiveness,Sometimes,Filter,Clothing and Fashion;Home and Kitchen,Less than once a month,No,Sometimes,No,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/08 5:59:25 PM GMT+5:30,45,2,2,2,3
Maybe,26-35,Few times a week,Found a better price elsewhere,Often,Female,Customer service responsiveness,Sometimes,Filter,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Once a week,No,No,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/08 6:00:06 PM GMT+5:30,32,2,2,3,2
Maybe,36-45,Few times a month,High shipping costs,Always,Female,Customer service responsiveness,Sometimes,Keyword,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Once a month,No,Yes,Yes,Moderately,Often,Multiple pages,Wide product selection,2023/06/08 6:00:20 PM GMT+5:30,42,1,1,2,2
Maybe,26-35,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,No,categories,Clothing and Fashion;Home and Kitchen,Multiple times a week,No,Sometimes,No,Occasionally,Often,First page,Product recommendations,2023/06/08 6:00:50 PM GMT+5:30,35,4,3,3,4
Maybe,26-35,Few times a month,Found a better price elsewhere,Often,Female,Customer service responsiveness,No,others,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,First page,Competitive prices,2023/06/08 6:01:31 PM GMT+5:30,35,4,4,4,3
Maybe,46-55,Few times a week,Found a better price elsewhere,Always,Male,Shipping speed and reliability,Yes,Keyword,Groceries and Gourmet Food;Beauty and Personal Care;others,Multiple times a week,Sometimes,Sometimes,Yes,Moderately,Always,Multiple pages,User-friendly website/app interface,2023/06/08 6:01:33 PM GMT+5:30,52,2,3,1,1
Yes,16-25,Rarely,Found a better price elsewhere,Sometimes,Female,Product quality and accuracy,No,categories,Home and Kitchen,Less than once a month,Yes,Yes,Yes,Heavily,Rarely,Multiple pages,Competitive prices,2023/06/08 6:39:59 PM GMT+5:30,24,1,4,1,3
Yes,26-35,Few times a week,Found a better price elsewhere,Often,Female,Product quality and accuracy,No,Keyword,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Once a week,No,Yes,No,Moderately,Sometimes,First page,Wide product selection,2023/06/08 7:46:31 PM GMT+5:30,28,2,2,3,2
Yes,26-35,Multiple times a day,Found a better price elsewhere,Often,Female,Product quality and accuracy,No,Keyword,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Multiple times a week,Yes,Yes,No,Moderately,Sometimes,Multiple pages,User-friendly website/app interface,2023/06/08 7:50:55 PM GMT+5:30,33,2,2,2,2
Maybe,16-25,Rarely,Changed my mind or no longer need the item,Rarely,Female,Product quality and accuracy,Sometimes,Keyword,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Less than once a month,Sometimes,Sometimes,Yes,Moderately,Never,Multiple pages,Wide product selection,2023/06/08 8:26:58 PM GMT+5:30,23,3,4,5,5
Yes,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Product quality and accuracy,Yes,Keyword,Beauty and Personal Care;Clothing and Fashion,Less than once a month,Yes,Yes,No,Moderately,Rarely,Multiple pages,User-friendly website/app interface,2023/06/08 9:17:38 PM GMT+5:30,21,2,1,2,2
No,26-35,Few times a month,Found a better price elsewhere,Always,Female,Reducing packaging waste,No,categories,Home and Kitchen,Few times a month,No,No,No,Occasionally,Sometimes,First page,Product recommendations,2023/06/08 9:39:30 PM GMT+5:30,34,3,1,3,3
No,16-25,Few times a month,Found a better price elsewhere,Sometimes,Prefer not to say,Customer service responsiveness,No,Filter,Clothing and Fashion,Once a month,Sometimes,No,No,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/08 9:39:55 PM GMT+5:30,23,2,3,2,2
No,26-35,Rarely,Found a better price elsewhere,Sometimes,Prefer not to say,Shipping speed and reliability,Sometimes,others,Beauty and Personal Care,Few times a month,Sometimes,No,Yes,Occasionally,Sometimes,Multiple pages,User-friendly website/app interface,2023/06/08 9:40:24 PM GMT+5:30,34,3,2,2,5
No,26-35,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Reducing packaging waste,No,Filter,Home and Kitchen,Once a week,Sometimes,Yes,No,Moderately,Sometimes,Multiple pages,Competitive prices,2023/06/08 9:40:50 PM GMT+5:30,34,3,2,2,2
Maybe,16-25,Rarely,Found a better price elsewhere,Rarely,Female,Shipping speed and reliability,Sometimes,categories,others,Less than once a month,Sometimes,Sometimes,No,Never,Never,First page,Product recommendations,2023/06/08 10:13:41 PM GMT+5:30,25,3,3,3,3
No,26-35,Rarely,Changed my mind or no longer need the item,Always,Male,Customer service responsiveness,Sometimes,categories,others,Less than once a month,Sometimes,Yes,No,Moderately,Never,First page,Wide product selection,2023/06/08 10:21:20 PM GMT+5:30,32,1,2,2,2
Yes,16-25,Few times a week,others,Often,Female,Product quality and accuracy,Yes,Keyword,Home and Kitchen,Few times a month,Yes,Yes,Yes,Heavily,Sometimes,First page,Wide product selection,2023/06/08 10:24:19 PM GMT+5:30,24,1,2,2,2
Maybe,26-35,Few times a month,Changed my mind or no longer need the item,Rarely,Female,Reducing packaging waste,Sometimes,categories,Clothing and Fashion,Few times a month,No,Sometimes,No,Never,Rarely,Multiple pages,Product recommendations,2023/06/08 10:38:16 PM GMT+5:30,34,3,5,1,3
Maybe,36-45,Few times a week,Changed my mind or no longer need the item,Sometimes,Male,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Occasionally,Sometimes,First page,Product recommendations,2023/06/08 10:38:51 PM GMT+5:30,44,3,3,3,3
Maybe,16-25,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,Filter,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Once a week,No,Sometimes,Yes,Moderately,Rarely,Multiple pages,Wide product selection,2023/06/08 10:39:27 PM GMT+5:30,23,2,2,2,1
No,16-25,Rarely,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Few times a month,No,No,Yes,Moderately,Often,First page,Product recommendations,2023/06/08 10:39:59 PM GMT+5:30,23,3,3,4,2
Maybe,26-35,Few times a month,Found a better price elsewhere,Often,Female,Reducing packaging waste,Sometimes,Keyword,Beauty and Personal Care,Once a week,No,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/08 10:40:33 PM GMT+5:30,34,4,3,2,2
No,16-25,Multiple times a day,Found a better price elsewhere,Often,Female,Reducing packaging waste,Yes,Filter,Beauty and Personal Care;Clothing and Fashion,Once a week,Yes,No,Yes,Occasionally,Often,First page,Competitive prices,2023/06/08 10:41:11 PM GMT+5:30,23,3,3,1,4
Yes,36-45,Few times a week,Found a better price elsewhere,Sometimes,Female,Product quality and accuracy,No,categories,Home and Kitchen,Once a month,Yes,Yes,No,Occasionally,Sometimes,Multiple pages,User-friendly website/app interface,2023/06/09 3:47:38 AM GMT+5:30,36,3,3,3,2
Yes,16-25,Multiple times a day,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,Keyword,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Few times a month,No,No,Yes,Occasionally,Often,Multiple pages,Competitive prices,2023/06/09 8:10:05 AM GMT+5:30,24,2,3,3,3
Yes,16-25,Few times a week,High shipping costs,Often,Female,Reducing packaging waste,No,Filter,Beauty and Personal Care;Clothing and Fashion;others,Once a week,Yes,Yes,Yes,Heavily,Always,Multiple pages,Product recommendations,2023/06/09 9:31:57 AM GMT+5:30,21,4,3,3,3
Yes,16-25,Few times a week,Found a better price elsewhere,Often,Female,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Few times a month,Yes,Yes,Yes,Moderately,Sometimes,Multiple pages,Competitive prices,2023/06/09 9:32:44 AM GMT+5:30,21,3,2,2,2
Maybe,36-45,Multiple times a day,Found a better price elsewhere,Always,Male,Product quality and accuracy,Sometimes,Keyword,Clothing and Fashion,Once a month,No,Yes,Yes,Occasionally,Often,Multiple pages,Competitive prices,2023/06/09 9:33:35 AM GMT+5:30,45,3,2,3,2
Maybe,16-25,Few times a month,Found a better price elsewhere,Often,Female,Customer service responsiveness,Sometimes,Filter,Beauty and Personal Care,Once a week,Sometimes,No,No,Occasionally,Often,Multiple pages,Competitive prices,2023/06/09 9:34:07 AM GMT+5:30,21,2,2,2,2
Maybe,16-25,Few times a week,Found a better price elsewhere,Often,Female,Reducing packaging waste,Yes,categories,Clothing and Fashion,Once a week,Sometimes,Yes,Yes,Moderately,Sometimes,First page,Product recommendations,2023/06/09 9:34:44 AM GMT+5:30,23,3,2,2,2
No,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Reducing packaging waste,Yes,Keyword,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Once a week,Sometimes,Yes,Yes,Moderately,Rarely,First page,Product recommendations,2023/06/09 9:35:19 AM GMT+5:30,21,2,3,1,1
Maybe,26-35,Few times a week,Changed my mind or no longer need the item,Often,Female,Reducing packaging waste,Sometimes,categories,Clothing and Fashion,Once a month,No,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/09 9:35:57 AM GMT+5:30,34,2,2,3,3
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care,Few times a month,Sometimes,Sometimes,Yes,Rarely,Rarely,Multiple pages,Product recommendations,2023/06/09 9:37:15 AM GMT+5:30,21,3,2,3,3
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,Filter,Clothing and Fashion,Once a week,No,Sometimes,No,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 9:37:44 AM GMT+5:30,23,3,2,4,3
Maybe,16-25,Few times a month,Found a better price elsewhere,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Groceries and Gourmet Food;Clothing and Fashion;others,Once a week,Sometimes,Sometimes,No,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/09 9:38:31 AM GMT+5:30,21,3,3,3,4
No,26-35,Few times a month,others,Rarely,Female,Customer service responsiveness,Sometimes,others,others,Once a month,No,No,Yes,Moderately,Rarely,First page,Product recommendations,2023/06/09 9:39:04 AM GMT+5:30,32,2,3,3,3
Maybe,26-35,Few times a week,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Customer service responsiveness,No,Filter,Groceries and Gourmet Food,Once a week,Sometimes,Sometimes,No,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/09 10:22:03 AM GMT+5:30,35,2,4,3,2
Maybe,36-45,Few times a week,Changed my mind or no longer need the item,Rarely,Male,Reducing packaging waste,Yes,Filter,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Once a month,Sometimes,Sometimes,No,Rarely,Sometimes,Multiple pages,Product recommendations,2023/06/09 10:22:35 AM GMT+5:30,37,2,2,2,1
Yes,16-25,Few times a month,Found a better price elsewhere,Often,Female,Reducing packaging waste,No,categories,Clothing and Fashion,Once a week,Sometimes,Yes,No,Occasionally,Often,Multiple pages,Product recommendations,2023/06/09 10:23:05 AM GMT+5:30,23,2,1,4,2
Maybe,26-35,Few times a month,Changed my mind or no longer need the item,Sometimes,Others,Customer service responsiveness,Sometimes,others,Clothing and Fashion,Few times a month,Sometimes,Sometimes,No,Occasionally,Sometimes,First page,Competitive prices,2023/06/09 10:23:45 AM GMT+5:30,33,3,3,3,2
Maybe,26-35,Few times a month,Found a better price elsewhere,Rarely,Female,Reducing packaging waste,Sometimes,categories,Clothing and Fashion;Home and Kitchen,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 10:24:58 AM GMT+5:30,35,4,2,3,2
Maybe,36-45,Few times a week,Changed my mind or no longer need the item,Rarely,Female,Reducing packaging waste,Sometimes,categories,Clothing and Fashion,Once a week,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 10:25:27 AM GMT+5:30,44,3,3,4,4
Maybe,26-35,Few times a month,others,Often,Male,Reducing packaging waste,Sometimes,categories,Clothing and Fashion,Once a week,Sometimes,Sometimes,No,Moderately,Often,Multiple pages,Competitive prices,2023/06/09 10:26:01 AM GMT+5:30,34,4,2,3,2
No,26-35,Few times a month,Found a better price elsewhere,Sometimes,Prefer not to say,Customer service responsiveness,No,categories,Clothing and Fashion,Once a month,Sometimes,No,Yes,Occasionally,Often,Multiple pages,Competitive prices,2023/06/09 10:26:26 AM GMT+5:30,34,2,2,3,3
Maybe,26-35,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,No,categories,others,Few times a month,No,No,No,Occasionally,Often,First page,Competitive prices,2023/06/09 10:26:51 AM GMT+5:30,34,2,1,3,1
Maybe,26-35,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Reducing packaging waste,No,Filter,Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Rarely,Rarely,Multiple pages,Competitive prices,2023/06/09 10:28:23 AM GMT+5:30,34,3,2,2,1
No,65+,Few times a week,Found a better price elsewhere,Sometimes,Prefer not to say,Customer service responsiveness,No,categories,Home and Kitchen,Once a month,Sometimes,Sometimes,Yes,Occasionally,Often,First page,Competitive prices,2023/06/09 10:28:57 AM GMT+5:30,3,3,3,3,2
Maybe,16-25,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Product quality and accuracy,No,categories,Beauty and Personal Care,Multiple times a week,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/09 10:30:39 AM GMT+5:30,23,3,3,3,2
Maybe,26-35,Multiple times a day,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Yes,categories,Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Wide product selection,2023/06/09 10:31:15 AM GMT+5:30,33,4,3,3,1
Maybe,16-25,Rarely,others,Rarely,Female,Reducing packaging waste,Sometimes,others,Clothing and Fashion,Few times a month,No,Sometimes,No,Rarely,Never,First page,Competitive prices,2023/06/09 10:58:13 AM GMT+5:30,23,3,3,3,3
Maybe,26-35,Few times a month,Changed my mind or no longer need the item,Rarely,Female,Reducing packaging waste,Sometimes,Filter,Groceries and Gourmet Food;Home and Kitchen,Few times a month,Sometimes,Yes,Yes,Moderately,Sometimes,Multiple pages,Competitive prices,2023/06/09 10:58:44 AM GMT+5:30,34,3,1,3,2
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Reducing packaging waste,Sometimes,Filter,Beauty and Personal Care;Home and Kitchen,Few times a month,Sometimes,Yes,No,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 10:59:38 AM GMT+5:30,23,2,3,3,4
Maybe,26-35,Few times a month,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Once a week,Sometimes,Sometimes,No,Occasionally,Sometimes,First page,Product recommendations,2023/06/09 12:22:47 PM GMT+5:30,34,3,2,2,3
Maybe,16-25,Multiple times a day,Changed my mind or no longer need the item,Sometimes,Female,Reducing packaging waste,Yes,Keyword,Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Heavily,Often,Multiple pages,Product recommendations,2023/06/09 2:22:25 PM GMT+5:30,23,3,3,3,3
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care,Once a week,Sometimes,Sometimes,No,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 2:23:03 PM GMT+5:30,23,2,2,4,3
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care;Home and Kitchen,Once a week,Sometimes,Sometimes,Yes,Moderately,Always,First page,Product recommendations,2023/06/09 2:23:45 PM GMT+5:30,23,1,3,4,1
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Reducing packaging waste,Sometimes,categories,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Once a month,Sometimes,Sometimes,Yes,Moderately,Sometimes,First page,Product recommendations,2023/06/09 2:34:43 PM GMT+5:30,23,3,2,2,2
Maybe,36-45,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care;others,Few times a month,No,Sometimes,Yes,Rarely,Sometimes,First page,Product recommendations,2023/06/09 2:35:29 PM GMT+5:30,45,3,3,2,3
Yes,16-25,Multiple times a day,Changed my mind or no longer need the item,Often,Female,Reducing packaging waste,No,Filter,Clothing and Fashion,Less than once a month,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Competitive prices,2023/06/09 2:36:09 PM GMT+5:30,23,2,2,2,1
Maybe,26-35,Few times a month,Found a better price elsewhere,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Once a week,Sometimes,Sometimes,No,Occasionally,Often,Multiple pages,Product recommendations,2023/06/09 2:36:46 PM GMT+5:30,34,2,3,2,3
Maybe,36-45,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Yes,categories,Beauty and Personal Care;Home and Kitchen,Once a month,Sometimes,Sometimes,No,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 2:39:16 PM GMT+5:30,45,3,3,3,3
Maybe,26-35,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 2:39:47 PM GMT+5:30,34,2,3,3,2
Maybe,36-45,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Groceries and Gourmet Food;Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Moderately,Rarely,Multiple pages,Competitive prices,2023/06/09 2:40:21 PM GMT+5:30,45,3,3,2,1
Maybe,65+,Few times a month,Changed my mind or no longer need the item,Often,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Few times a month,Yes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/09 2:41:53 PM GMT+5:30,67,2,1,3,3
Maybe,26-35,Rarely,Found a better price elsewhere,Often,Others,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Once a week,Yes,Sometimes,Yes,Moderately,Often,Multiple pages,Competitive prices,2023/06/09 2:42:24 PM GMT+5:30,34,2,2,3,2
Maybe,16-25,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,Filter,Beauty and Personal Care,Few times a month,Sometimes,No,Yes,Moderately,Sometimes,First page,Product recommendations,2023/06/09 2:42:57 PM GMT+5:30,21,2,3,3,3
Maybe,16-25,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,Filter,Clothing and Fashion,Few times a month,Sometimes,Yes,No,Moderately,Sometimes,First page,Competitive prices,2023/06/09 2:43:37 PM GMT+5:30,17,3,3,3,2
Maybe,26-35,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Product quality and accuracy,Sometimes,Filter,Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Often,Multiple pages,Competitive prices,2023/06/09 2:44:09 PM GMT+5:30,34,2,2,3,3
Maybe,46-55,Few times a week,Found a better price elsewhere,Rarely,Prefer not to say,Customer service responsiveness,Sometimes,Filter,Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/09 2:49:20 PM GMT+5:30,46,3,3,3,3
Maybe,46-55,Few times a week,Found a better price elsewhere,Sometimes,Female,Product quality and accuracy,Sometimes,Filter,Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/09 2:51:07 PM GMT+5:30,54,3,3,3,3
Maybe,56-65,Few times a month,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Once a week,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 3:00:03 PM GMT+5:30,56,3,3,3,3
Maybe,46-55,Few times a week,Found a better price elsewhere,Sometimes,Prefer not to say,Shipping speed and reliability,Sometimes,categories,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 3:06:37 PM GMT+5:30,50,3,3,3,4
Maybe,56-65,Few times a month,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care,Few times a month,Sometimes,Yes,Yes,Occasionally,Rarely,Multiple pages,Product recommendations,2023/06/09 3:07:36 PM GMT+5:30,56,3,4,3,3
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Prefer not to say,Customer service responsiveness,Yes,Keyword,Clothing and Fashion,Few times a month,Sometimes,Sometimes,No,Occasionally,Often,Multiple pages,Competitive prices,2023/06/09 3:08:38 PM GMT+5:30,22,3,4,3,3
Maybe,16-25,Few times a month,Found a better price elsewhere,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Few times a month,Sometimes,Sometimes,No,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/09 3:09:41 PM GMT+5:30,25,3,3,3,3
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Male,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/09 3:10:36 PM GMT+5:30,23,3,3,3,3
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Once a week,Sometimes,Sometimes,Yes,Heavily,Sometimes,Multiple pages,Product recommendations,2023/06/09 3:16:30 PM GMT+5:30,23,3,3,3,3
Maybe,56-65,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Sometimes,Filter,Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 3:17:31 PM GMT+5:30,56,3,3,3,3
Maybe,56-65,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care;Home and Kitchen,Multiple times a week,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/09 3:18:25 PM GMT+5:30,56,3,3,3,3
Maybe,16-25,Few times a month,Found a better price elsewhere,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care,Few times a month,Sometimes,Yes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 3:19:53 PM GMT+5:30,23,3,3,3,3
Yes,56-65,Few times a week,Found a better price elsewhere,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care;Clothing and Fashion;others,Once a week,Sometimes,No,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/09 3:22:15 PM GMT+5:30,56,3,4,3,3
Maybe,16-25,Multiple times a day,High shipping costs,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Few times a month,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/09 3:23:38 PM GMT+5:30,23,3,3,3,3
